epoch,loss,val_loss
0,5288.66845578,622.32662476
1,1123.81604802,501.790916175
2,948.517003032,480.249102839
3,927.475765274,370.325194991
4,704.030930737,432.93506025
5,684.909591826,351.801121906
6,657.555794644,230.236449556
7,630.734567868,192.481582356
8,614.475018476,171.29684729
9,588.887697336,241.100877704
10,562.745282257,174.475659202
11,551.479458434,142.401893741
12,528.876339039,195.157533717
13,512.033710192,128.566874005
14,538.898321662,172.210173148
15,509.512202384,183.664485723
16,475.621573695,131.185924371
17,508.35858762,253.342894856
18,508.751159852,153.875219666
19,465.032996627,108.633391013
20,463.380192448,177.548685045
21,445.508379261,113.673628296
22,420.439053275,231.451720456
23,436.931849134,117.112660489
24,443.108331884,217.440009978
25,427.993948962,123.666921038
26,419.250811343,120.113631507
27,416.898894537,173.903325427
28,397.643572043,122.586699457
29,396.282920929,145.089954931
30,397.098394165,110.395881769
31,390.468121661,137.134664404
32,387.354659762,118.468540314
33,387.31140544,102.281323891
34,391.250414093,132.79430745
35,384.504717152,118.412824052
36,373.440299592,104.114461724
37,379.79344406,105.802729144
38,382.220493139,110.699833364
39,371.751827707,84.4889927615
40,373.764303754,91.5340691815
41,369.735258367,108.439533688
42,381.981036174,124.974689148
43,384.685312773,112.726307163
44,380.37235413,92.2555731742
45,369.065844668,91.7290250167
46,376.370798223,124.101817276
47,373.105271086,139.991522883
48,376.943427801,98.8786366878
49,379.246776346,95.8545510414
50,365.470272488,97.2509931486
51,372.710000224,90.3684689537
52,369.429574217,112.483910905
53,370.46144837,112.715939724
54,367.981472537,109.64876764
55,364.613083467,123.185264093
56,441.938172312,110.371546574
57,385.476673516,175.389565028
58,381.638376671,136.983454288
59,385.108820861,77.681197072
60,366.342566067,97.2652601738
61,354.588945506,131.324325643
62,388.326384885,130.711862195
63,386.845052481,88.6817513806
64,364.031216843,133.505213114
65,378.514449206,136.592056304
66,373.283109091,99.032794459
67,378.947937022,97.1434618691
68,377.330726615,83.8409914654
69,358.802760985,86.9737436707
70,367.297239531,99.770230058
71,366.702164903,77.8885564566
72,355.477043403,115.14955111
73,363.023712016,133.562718466
74,368.309352779,121.678740711
