epoch,loss,val_loss
0,0.111093178036,0.052669909461
1,0.0741444000588,0.083562678141
2,0.070235869127,0.0664179973617
3,0.065293610936,0.197781985267
4,0.0620592944054,0.0447493429198
5,0.059678390578,0.0915168828588
6,0.0571597944965,0.0730510416181
7,0.0556064542959,0.0709315422601
8,0.0548190403932,0.0558566330892
9,0.0540554659736,0.0492889859574
10,0.0503037448244,0.095221947156
11,0.0505243024111,0.0525064687404
12,0.0495791345836,0.124926496415
13,0.0478141583132,0.239637390284
14,0.0472421709167,0.109512989071
15,0.0456798969558,0.101518937566
16,0.04732031347,0.0869648416375
17,0.045458928059,0.113696970472
18,0.0428254576732,0.190455484657
19,0.0424451270767,0.125238963993
20,0.0415109912056,0.0926525194344
21,0.0397058191718,0.2813804207
22,0.039115653829,0.128905462029
23,0.0412250796977,0.170369103624
24,0.0392235374986,0.101055468373
25,0.0380703400248,0.196400610341
26,0.0379943980752,0.27112031537
27,0.0381129490201,0.144627713371
28,0.0364459799089,0.139418207467
29,0.0364877933573,0.190469229802
30,0.0358743368715,0.185201715684
31,0.0369178056667,0.135754356807
32,0.0356537411787,0.191587532306
33,0.0350011205502,0.177433968229
34,0.0353101040033,0.112129414813
35,0.034767823279,0.175378226688
36,0.034457146454,0.100244554572
37,0.0338419190201,0.126724432627
38,0.0335161859645,0.238662713315
39,0.0342028076275,0.202164311278
40,0.0329359927318,0.16727484993
41,0.0332954909045,0.138000093674
42,0.0331236389971,0.0931321651595
43,0.0330337656548,0.173879949707
44,0.0328117029324,0.104940472912
45,0.0333187464284,0.179509864
46,0.0318434136715,0.17823996296
47,0.0322385088623,0.145589094333
48,0.0325939905716,0.25260050501
49,0.0323727185517,0.20303102411
50,0.0315687806022,0.168333537966
51,0.0313972560553,0.137032728414
52,0.0315022845717,0.220235724978
53,0.0317211774564,0.171286643937
54,0.0306857762909,0.322600460727
55,0.0315842309269,0.172973787605
56,0.0307095637189,0.246123719398
57,0.0325572888444,0.201040958607
58,0.0310062132682,0.145745247815
59,0.0317888585874,0.160519897717
60,0.0315349304153,0.235854316525
61,0.0306331704663,0.299545449034
62,0.030022357474,0.205014246974
63,0.0285960302063,0.244430383524
64,0.0293096898946,0.217434691928
65,0.0301400085782,0.141359926166
66,0.0299567184982,0.14201634716
67,0.030129758555,0.199550952359
68,0.0298155709681,0.232734221181
69,0.02919534495,0.169992301361
70,0.0299475190507,0.211136032573
71,0.0306881060804,0.124454081121
72,0.0292815506783,0.194246556421
73,0.0303785983773,0.179049263451
74,0.0293102266844,0.183123653713
75,0.0291491881461,0.144785951924
76,0.0298435551247,0.14700982436
77,0.0291320364328,0.184356774822
78,0.0291277898489,0.17634779192
79,0.0291406743265,0.0700464149621
80,0.0291543613048,0.174963850761
81,0.0292838199328,0.132669323573
82,0.0291551255853,0.142742220893
83,0.0290640775342,0.178680740887
84,0.0287453957862,0.222611521001
85,0.0296216101653,0.224084006098
86,0.0288104048836,0.249244348332
87,0.0288385442965,0.290964243973
88,0.0290861220912,0.194027435781
89,0.0290337493758,0.18295445136
90,0.0288274893294,0.27567279225
91,0.0281566956326,0.222578912678
92,0.029248033354,0.187599181906
93,0.0286436180848,0.232460142476
94,0.0272191036605,0.236845110998
95,0.0274381222184,0.248565042413
96,0.028685242367,0.203454988525
97,0.0286451342673,0.22766285901
98,0.0281815691675,0.236498418818
99,0.0284721472563,0.18950184718
100,0.0282227828103,0.144978053716
101,0.0277088577905,0.135791774495
102,0.0283475886323,0.357049151268
103,0.0282480541267,0.204394697285
104,0.0283552171955,0.238467956526
105,0.027212418554,0.214275116481
106,0.0274416190226,0.225055446785
107,0.0279109907985,0.209186900003
108,0.0276960288501,0.299036056721
109,0.029388736488,0.319648647937
110,0.0287299456368,0.145009653837
111,0.0281907897337,0.213351882052
112,0.0286517405567,0.208148109127
113,0.0264695526051,0.236734563971
114,0.0269058654206,0.210105742243
115,0.0285288245811,0.23995513934
116,0.0282051703512,0.188828547487
117,0.0272634717268,0.234083559405
118,0.0276082080999,0.222331136598
119,0.0258848317018,0.204119602383
120,0.0284681705647,0.286384098295
121,0.0275069836146,0.165989954879
122,0.0273567955933,0.184592509638
123,0.0262513440938,0.233648057428
124,0.0268808649409,0.251945378151
125,0.0273230658794,0.18688362746
126,0.0262919883839,0.331622827988
127,0.0268023570255,0.261228764486
128,0.0266280953639,0.181840494771
129,0.025147206089,0.175721543859
130,0.0272027469597,0.252942304489
131,0.0255602425291,0.250132658158
132,0.0258096404432,0.240639568273
133,0.0273111212156,0.242325939009
134,0.0254084542271,0.194552069789
135,0.0258190846908,0.378955241942
136,0.0268569946739,0.318625126147
137,0.0261829378321,0.458562352775
138,0.026898959427,0.240037733631
139,0.0270720824957,0.277823940478
140,0.0273339080503,0.2246999482
141,0.025126228659,0.187745184373
142,0.027011108889,0.309972066682
143,0.0261755262693,0.368833570993
144,0.0265558715419,0.23650619429
145,0.0256788384577,0.171511400307
146,0.0257824572381,0.277530251778
147,0.025138832614,0.282714628139
148,0.0249779376237,0.292137939802
149,0.0249806093463,0.212876214502
150,0.0248098510731,0.377132592694
151,0.024718574896,0.262194982543
152,0.0251264476085,0.230455471059
153,0.024930738586,0.192000543735
154,0.0248295088038,0.264032305774
155,0.0257768673461,0.16367473438
156,0.0246852110493,0.29140220099
157,0.0247716897264,0.482516435058
158,0.0245272398765,0.281974497915
159,0.0243157413564,0.331222677498
160,0.0257579666316,0.255361879322
161,0.0249143165883,0.26850071743
162,0.0251010431878,0.24235435644
163,0.0251705489704,0.325242404709
164,0.0245977389146,0.21057933051
165,0.0240325218279,0.262721100478
166,0.0252357076088,0.212480805896
167,0.0248776641007,0.160662684584
168,0.0242656476501,0.162046459255
169,0.0245337339208,0.200982261988
170,0.024752850127,0.209897314935
171,0.0244359006311,0.198374284985
172,0.0236406762635,0.199434004876
173,0.0248657194806,0.210970649488
174,0.0243060793046,0.180393259408
175,0.0227706145115,0.17391727571
176,0.0226286842444,0.22457786261
177,0.0243028420917,0.19656775186
178,0.0241067218681,0.197337362955
179,0.0234629913618,0.245268501562
180,0.0229830573631,0.356694888403
181,0.0240750006473,0.163107496105
182,0.0242361801362,0.295112364943
183,0.0249350361782,0.319168715331
184,0.0249606606582,0.32719870267
185,0.0237374659895,0.333106176243
186,0.0241204003696,0.158491660987
187,0.0257078214375,0.276156599422
188,0.024158310361,0.199156298017
189,0.0245066764573,0.249109239662
190,0.0244929776684,0.210468444565
191,0.02352221788,0.313272963575
192,0.0239567469015,0.295497289875
193,0.0241504430753,0.150645433517
194,0.0236057869466,0.188231872146
195,0.0238630541538,0.126979239099
196,0.0234681886073,0.245500066162
197,0.0229033712269,0.187216406086
198,0.0236603129504,0.172691068465
199,0.022318083722,0.17176430127
